id,longitude,latitude,neighborhood_id
231,-73.99503,40.71756,9
232,-73.96991,40.7589,1
233,-74.00262,40.72003,59
234,-73.99474000000001,40.73194,234
235,-73.94573000000001,40.79163,4
236,-73.94434,40.8118,2
237,-73.94707,40.81583,2
238,-73.98049,40.72654,29
239,-73.96070999999999,40.80021,8
240,-73.93936,40.80942,4
241,-73.9954,40.719609999999996,241
242,-74.00027,40.74358,17
243,-73.9575,40.80335,2
244,-73.9908,40.71445,9
245,-73.96897,40.757490000000004,1
246,-73.9503,40.644459999999995,246
247,-73.99079,40.7268,29
248,-73.9171,40.688,37
249,-74.08537,40.63536,249
250,-74.08543,40.63627,249
251,-74.08546,40.63518,249
252,-73.98161,40.72477,29
253,-73.99566999999999,40.74238,17
254,-73.95510999999999,40.72945,32
255,-73.95177,40.70763,15
256,-74.08519,40.634809999999995,249
257,-73.91433,40.753840000000004,257
258,-73.97426,40.641059999999996,0
259,-73.98326999999999,40.66793,21
260,-73.85514,40.81309,260
261,-73.83572,40.88057,261
262,-73.94314,40.682359999999996,6
263,-73.98246,40.72185,29
264,-73.95385,40.68503,6
265,-73.9263,40.866479999999996,26
266,-73.95467,40.7069,15
267,-73.98594,40.72807,29
268,-73.94339000000001,40.6778,18
269,-73.94700999999999,40.683170000000004,6
270,-73.9529,40.6761,18
271,-73.95155,40.67586,18
272,-73.99811,40.71702,241
273,-73.98156999999999,40.723209999999995,29
274,-73.98098,40.77956,8
275,-73.95264,40.682759999999995,6
276,-73.9626,40.71368,15
277,-73.98158000000001,40.72956,29
278,-73.95175,40.71069,15
279,-73.94641,40.70863,15
280,-73.94306999999999,40.82888,2
281,-73.97323,40.673190000000005,21
282,-73.99443000000001,40.67846,101
283,-73.94808,40.6715,18
284,-73.98534000000001,40.72681,29
285,-73.99391999999999,40.71904,39
286,-73.9583,40.71031,15
287,-73.95306,40.81322,2
288,-73.98225,40.67732,21
289,-73.9896,40.68076,109
290,-73.94903000000001,40.79603,4
291,-73.96282,40.71492,15
292,-73.95838,40.80393,182
293,-73.9652,40.80082,8
294,-73.94866999999999,40.82976,2
295,-73.91981,40.683,6
296,-73.9729,40.78971,8
297,-73.99495,40.67817,101
298,-73.95578,40.731190000000005,32
299,-73.99627,40.719429999999996,241
300,-73.98249,40.78,8
301,-73.91922,40.70514,37
302,-73.92811,40.867129999999996,26
303,-73.98881,40.73198,29
304,-73.97986,40.72542,29
305,-73.93869000000001,40.83494,73
306,-73.98945,40.716590000000004,9
307,-74.00243,40.729659999999996,14
308,-73.95551999999999,40.72898,32
309,-73.90193000000001,40.87207,309
310,-73.97818000000001,40.77728,8
311,-73.95340999999999,40.726459999999996,32
312,-73.96101,40.71015,15
313,-73.9597,40.71903,15
314,-73.93985,40.80892,4
315,-73.9567,40.80276,2
316,-73.93426,40.77635,257
317,-73.95018,40.72488,32
318,-73.95763000000001,40.71398,15
319,-73.98394,40.718759999999996,39
320,-73.99019,40.66552,12
321,-73.95291999999999,40.73749,32
322,-73.9913,40.76248,7
323,-73.98876,40.68674,158
324,-73.96219,40.6848,3
325,-73.95455,40.70516,15
326,-73.98486,40.723290000000006,29
327,-73.95326999999999,40.737759999999994,32
328,-73.95482,40.73738,32
329,-73.98142,40.67542,21
330,-73.95312,40.73842,32
331,-73.99831999999999,40.6926,85
332,-73.99771,40.69441,85
333,-73.98374,40.72399,29
334,-73.94615,40.6824,6
335,-73.91708,40.68949,37
336,-73.97258000000001,40.688190000000006,16
337,-73.96015,40.7205,15
338,-73.98094,40.724509999999995,29
339,-73.95394,40.73813,32
340,-73.94715,40.675909999999995,18
341,-73.98895,40.728429999999996,29
342,-73.99776,40.712709999999994,342
343,-73.94735,40.66966,18
344,-73.98765999999999,40.71965,39
345,-73.96536,40.68613,3
346,-73.94911,40.680479999999996,6
347,-73.93963000000001,40.68314,6
348,-73.91117,40.759609999999995,257
349,-73.94494,40.67473,18
350,-73.93185,40.69305,6
351,-73.95663,40.67174,18
352,-73.95098,40.71055,15
353,-73.95458,40.69465,6
354,-73.96542,40.684129999999996,3
355,-73.97707,40.73877,54
356,-73.99544,40.74893,17
357,-73.94102,40.794059999999995,4
358,-73.97332,40.68795,16
359,-73.93361,40.85295,73
360,-73.76133,40.72413,360
361,-73.99186999999999,40.66918,109
362,-73.95613,40.71125,15
363,-73.9696,40.785579999999996,8
364,-73.96053,40.71577,15
365,-73.95485,40.738609999999994,32
366,-73.98745,40.725770000000004,29
367,-73.81245,40.58615,367
368,-73.94872,40.67086,18
369,-73.95231,40.827729999999995,2
370,-73.95684,40.68505,6
371,-73.95493,40.72911,32
372,-73.98567,40.77944,8
373,-73.98876,40.74503,1
374,-73.96093,40.67539,18
375,-73.95189,40.8054,2
376,-73.9508,40.784909999999996,62
377,-73.97306999999999,40.69088,16
378,-73.95057,40.67555,18
379,-73.99193000000001,40.75835,7
380,-73.9886,40.66527,12
381,-73.99434000000001,40.71895,39
382,-73.96699,40.755790000000005,1
383,-73.95328,40.82399,2
384,-73.94095,40.818220000000004,2
385,-73.92132,40.764340000000004,257
386,-73.94925,40.67705,18
387,-73.99438,40.69263,85
388,-73.92747,40.68448,6
389,-74.00208,40.74412,17
390,-73.98702,40.73067,29
391,-73.94060999999999,40.70665,15
392,-73.95952,40.72063,15
393,-73.98082,40.67644,21
394,-73.94794,40.804809999999996,2
395,-73.99143000000001,40.72533,29
396,-73.93038,40.68569,6
397,-73.97255,40.64302,0
398,-73.98857,40.72939,29
399,-73.96607,40.79918,8
400,-73.9926,40.668620000000004,109
401,-73.94453,40.81333,2
402,-73.95199000000001,40.72473,32
403,-73.85262,40.70925,403
404,-74.00922,40.73215,14
405,-73.94332,40.711090000000006,15
406,-73.97926,40.7463,5
407,-73.95849,40.71823,15
408,-73.94886,40.650999999999996,246
409,-73.97598,40.68626,16
410,-74.001,40.74488,17
411,-73.97616,40.676320000000004,21
412,-73.94254000000001,40.722120000000004,32
413,-73.95151,40.67456,18
414,-73.96019,40.71363,15
415,-73.95878,40.6755,18
416,-73.97581,40.72274,29
417,-73.9828,40.6858,158
418,-73.97654,40.67535,21
419,-73.99346,40.72255,419
420,-73.99706,40.72094,419
421,-73.97813000000001,40.72485,29
422,-73.9532,40.80473,2
423,-73.98419,40.72217,29
424,-73.9565,40.719429999999996,15
425,-74.00329,40.742490000000004,17
426,-73.97294000000001,40.792640000000006,8
427,-73.97675,40.65749,25
428,-73.94688000000001,40.80474,2
429,-74.00177,40.72831,234
430,-73.94144,40.71541,15
431,-73.96245,40.79765,8
432,-73.95331999999999,40.78508,62
433,-73.8639,40.89747,433
434,-73.98404000000001,40.720079999999996,39
435,-73.91098000000001,40.75725,257
436,-73.94495,40.7102,15
437,-73.97904,40.673590000000004,21
438,-73.9782,40.72674,29
439,-73.94570999999999,40.81156,2
440,-73.95016,40.804970000000004,2
441,-73.91806,40.7385,161
442,-73.95671,40.72937,32
443,-73.98438,40.72587,29
444,-73.9463,40.824259999999995,2
445,-73.96271999999999,40.71624,15
446,-73.94081,40.68101,6
447,-73.91989000000001,40.686690000000006,6
448,-73.95914,40.715340000000005,15
449,-73.96024,40.68288,3
450,-73.95494000000001,40.72489,32
451,-73.94284,40.70867,15
452,-73.93908,40.679629999999996,6
453,-73.93908,40.6798,6
454,-73.99882,40.74346,17
455,-73.98109000000001,40.77724,8
456,-73.97995,40.72972,29
457,-73.91681,40.74102,161
458,-73.94128,40.71309,15
459,-73.94633,40.83096,2
460,-73.95745,40.713229999999996,15
461,-73.9506,40.67212,18
462,-73.96665,40.710229999999996,15
463,-73.95139,40.80523,2
464,-73.98917,40.72636,29
465,-73.93956,40.72185,32
466,-73.99683,40.72351,59
467,-73.99233000000001,40.6809,101
468,-73.95916,40.80525,182
469,-73.91901,40.74,161
470,-73.96049000000001,40.800059999999995,8
471,-73.92130999999999,40.70283,37
472,-73.94303000000001,40.84468,73
473,-73.99619,40.682520000000004,101
474,-73.99483000000001,40.74342,17
475,-73.98089,40.67853,21
476,-73.97643000000001,40.6788,21
477,-73.98042,40.778859999999995,8
478,-73.97879,40.72578,29
479,-73.98536999999999,40.66085,12
480,-73.94503,40.80113,4
481,-73.97581,40.78569,8
482,-73.94934,40.82411,2
483,-73.95331999999999,40.681309999999996,6
484,-73.90675,40.858109999999996,484
485,-73.96524000000001,40.70667,15
486,-73.97103,40.60452,486
487,-73.94006999999999,40.7932,4
488,-73.97610999999999,40.68768,16
489,-73.94558,40.802240000000005,2
490,-73.98841999999999,40.714729999999996,39
491,-73.95359,40.80518,2
492,-73.95329,40.80827,2
493,-73.95812,40.729009999999995,32
494,-73.98451999999999,40.734759999999994,494
495,-73.92357,40.69055,37
496,-73.98697,40.7735,8
497,-73.95969000000001,40.67505,18
498,-73.98201,40.72974,29
499,-73.95425,40.70925,15
500,-73.95226,40.72315,32
501,-73.99611999999999,40.73939,17
502,-73.97686,40.74112,54
503,-73.98217,40.72019,39
504,-73.99665999999999,40.72133,419
505,-73.92163000000001,40.75744,257
506,-73.9202,40.75695,257
507,-73.94651,40.8296,2
508,-73.9468,40.79056,4
509,-73.99977,40.736309999999996,14
510,-73.85709,40.86466,510
511,-73.96199,40.71312,15
512,-73.94336,40.71297,15
513,-74.00166,40.737120000000004,14
514,-73.95097,40.69242,6
515,-73.99758,40.738620000000004,17
516,-73.95803000000001,40.7158,15
517,-73.97299,40.68262,63
518,-73.98801,40.73217,29
519,-73.99388,40.76311,7
520,-74.00454,40.74695,17
521,-73.87305,40.67497,521
522,-73.94813,40.66788,18
523,-73.95944,40.76684,62
524,-73.95445,40.68967,6
525,-73.96500999999999,40.67946,63
526,-73.98083000000001,40.66944,21
527,-73.97748,40.72566,29
528,-73.99181,40.7709,7
529,-73.95958,40.719429999999996,15
530,-73.92466,40.742490000000004,161
531,-74.00024,40.74033,17
532,-73.96128,40.7969,8
533,-73.94553,40.83403,73
534,-73.95640999999999,40.65513,45
535,-73.95539000000001,40.65589,45
536,-73.94501,40.70275,15
537,-73.93569000000001,40.68897,6
538,-73.98136,40.67617,21
539,-73.98053,40.67595,21
540,-73.99067,40.76415,7
541,-73.94718,40.83127,2
542,-73.95591999999999,40.68497,6
543,-73.94174,40.82922,2
544,-73.94362,40.71137,15
545,-73.9557,40.76739,62
546,-73.98195,40.73089,29
547,-73.97859,40.6755,21
548,-73.94934,40.68812,6
549,-73.9572,40.7694,62
550,-73.96161,40.68634,3
551,-73.9497,40.7093,15
552,-73.99752,40.713,9
553,-73.9883,40.75895,553
554,-73.94113,40.68186,6
555,-73.91076,40.683640000000004,37
556,-73.9428,40.71893,15
557,-73.92039,40.82802,557
558,-73.97073,40.68765,16
559,-73.96596,40.71413,15
560,-73.94079,40.58422,560
561,-73.95581999999999,40.71973,15
562,-73.93323000000001,40.69025,6
563,-73.92458,40.73826,161
564,-73.96115,40.73049,32
565,-73.97903000000001,40.72956,29
566,-74.00820999999999,40.73854,14
567,-73.98863,40.75877,553
568,-73.9859,40.67688,109
569,-73.92204,40.700509999999994,37
570,-73.98898,40.71712,39
571,-74.14388000000001,40.60742,571
572,-73.95741,40.68741,6
573,-73.9211,40.75627,46
574,-73.9619,40.798159999999996,8
575,-74.0307,40.61927,575
576,-73.95208000000001,40.8078,2
577,-73.99399,40.61922,577
578,-73.96148000000001,40.68275,3
579,-73.98416,40.71813,39
580,-73.98401,40.718920000000004,39
581,-73.95545,40.816,2
582,-73.95153,40.82748,2
583,-73.95088,40.68634,6
584,-73.97901,40.72229,29
585,-73.99287,40.72956,211
586,-73.95298000000001,40.72595,32
587,-74.00816999999999,40.711929999999995,587
588,-73.97847,40.68012,21
589,-73.99865,40.742329999999995,17
590,-73.96665,40.674240000000005,63
591,-73.95298000000001,40.80486,2
592,-73.95048,40.80307,2
593,-73.98562,40.68653,158
594,-73.98569,40.742670000000004,1
595,-73.95494000000001,40.687490000000004,6
596,-73.97538,40.68645,16
597,-73.96710999999999,40.68999,3
598,-74.06824,40.61077,598
599,-73.94575999999999,40.711259999999996,15
600,-73.94949,40.67855,6
601,-73.9853,40.72416,29
602,-73.92520999999999,40.685159999999996,6
603,-74.00048000000001,40.73507,14
604,-73.99828000000001,40.71611,9
605,-73.93946,40.67964,6
606,-73.99,40.76189,7
607,-73.98035,40.72645,29
608,-73.99833000000001,40.662929999999996,608
609,-73.95167,40.690459999999995,6
610,-73.92158,40.830009999999994,610
611,-73.94535,40.792390000000005,4
612,-73.98274,40.727090000000004,29
613,-74.00168000000001,40.72599,59
614,-73.94219,40.68309,6
615,-73.93433,40.79442,4
616,-73.99675,40.76166,7
617,-73.90867,40.70163,181
618,-73.96842,40.75575,1
619,-73.94197,40.80903,2
620,-73.95295,40.74581,46
621,-73.98574,40.66414,12
622,-74.00381,40.74,14
623,-73.97065,40.753479999999996,1
624,-73.98506,40.720659999999995,39
625,-73.95496999999999,40.717459999999996,15
626,-73.9847,40.70257,163
627,-73.9837,40.722640000000006,29
628,-73.98186,40.73833,54
629,-73.99255,40.73268,234
630,-73.99628,40.718920000000004,9
631,-73.91686999999999,40.776790000000005,218
632,-73.98948,40.71693,39
633,-73.98359,40.73685,494
634,-73.97019,40.68501,16
635,-73.96003,40.66068,45
636,-73.96542,40.67722,63
637,-73.96703000000001,40.68975,3
638,-73.95866,40.692209999999996,6
639,-74.00635,40.729690000000005,14
640,-73.96602,40.6893,3
641,-73.94157,40.70832,15
642,-73.94878,40.68016,6
643,-73.95508000000001,40.70875,15
644,-73.92886,40.85888,26
645,-73.90023000000001,40.8679,309
646,-73.95383000000001,40.6889,6
647,-73.99637,40.75127,17
648,-73.94421,40.67607,18
649,-73.9823,40.73834,494
650,-73.88065999999999,40.7347,650
651,-73.98850999999999,40.718759999999996,39
652,-73.95385,40.73787,32
653,-74.00287,40.73066,14
654,-74.00059,40.73291,14
655,-73.92822,40.85099,73
656,-73.91918000000001,40.68707,6
657,-73.96019,40.7184,15
658,-73.95563,40.67495,18
659,-73.99902,40.71582,9
660,-73.94288,40.81068,2
661,-73.94279,40.81122,2
662,-73.99944,40.73129,234
663,-73.95737,40.71628,15
664,-73.9726,40.785579999999996,8
665,-73.991,40.7146,9
666,-73.94462,40.79493,4
667,-73.99049000000001,40.6623,608
668,-73.95284000000001,40.73693,32
669,-73.9533,40.73641,32
670,-73.95254,40.73794,32
671,-73.96726,40.58147,671
672,-73.96323000000001,40.797709999999995,8
673,-73.94691999999999,40.81512,2
674,-73.95323,40.7373,32
675,-73.95271,40.73708,32
676,-73.95236,40.73652,32
677,-73.95316,40.73693,32
678,-73.95324000000001,40.737840000000006,32
679,-73.95246999999999,40.736740000000005,32
680,-73.95259,40.737829999999995,32
681,-73.95296,40.737140000000004,32
682,-73.9545,40.73731,32
683,-73.89344,40.74965,683
684,-73.95316,40.73793,32
685,-73.96549,40.68197,3
686,-73.91566,40.702709999999996,37
687,-73.9529,40.7116,15
688,-73.94885,40.692409999999995,6
689,-73.99424,40.720040000000004,419
690,-73.92398,40.74511,161
691,-74.00253000000001,40.74599,17
692,-73.99385,40.68946,142
693,-73.95473,40.68226,6
694,-73.8896,40.67855,694
695,-73.9489,40.714079999999996,15
696,-73.96144,40.68618,3
697,-73.98454,40.673790000000004,21
698,-73.76637,40.70554,698
699,-74.00532,40.74031,14
700,-74.00392,40.746179999999995,17
701,-73.94566999999999,40.81872,2
702,-74.06479,40.59251,702
703,-74.06685,40.59101,702
704,-74.06659,40.592620000000004,702
705,-73.97203,40.69142,16
706,-73.95021,40.76928,62
707,-73.95289,40.68338,6
708,-74.00461999999999,40.72953,14
709,-74.01345,40.70523,174
710,-74.00161,40.74025,17
711,-74.00429,40.733779999999996,14
712,-73.99022,40.72087,39
713,-73.94219,40.64468,246
714,-73.98966,40.7193,39
715,-74.0042,40.73312,14
716,-73.97676,40.69778,16
717,-73.98591,40.72534,29
718,-73.94516,40.821509999999996,2
719,-73.9567,40.72059,15
720,-73.92324,40.74558,161
721,-73.9765,40.79433,8
722,-73.95549,40.81055,182
723,-73.95231,40.6711,18
724,-73.88928,40.67962,694
725,-73.98411,40.762170000000005,553
726,-73.96463,40.76128,62
727,-73.99438,40.72313,419
728,-73.95576,40.7177,15
729,-73.97289,40.78448,8
730,-73.97447,40.78304,8
731,-73.97125,40.68737,16
732,-74.0005,40.74139,17
733,-73.98773,40.71992,39
734,-73.99677,40.71905,241
735,-74.00102,40.707409999999996,174
736,-73.86009,40.73349,736
737,-73.8447,40.89557,737
738,-73.97296,40.64277,0
739,-73.94466,40.791109999999996,4
740,-73.95257,40.79951,2
741,-73.93974,40.71647,15
742,-74.00195,40.75114,17
743,-73.93216,40.66431,18
744,-73.95012,40.74579,46
745,-73.92673,40.70278,37
746,-73.91122,40.74409,77
747,-73.93254,40.68812,6
748,-73.99150999999999,40.724540000000005,29
749,-73.96207,40.71073,15
750,-73.96128,40.71028,15
751,-73.96131,40.65772,45
752,-73.95059,40.68884,6
753,-73.95371999999999,40.6865,6
754,-73.97315,40.75282,1
755,-73.96897,40.763729999999995,62
756,-73.99452,40.73388,234
757,-73.92900999999999,40.85774,73
758,-73.98465,40.722570000000005,29
759,-73.95728000000001,40.72723,32
760,-73.97321,40.69135,16
761,-73.95505,40.70513,15
762,-74.00268,40.73301,14
763,-73.93611999999999,40.79793,4
764,-73.95166,40.80285,2
765,-73.91665,40.70642,37
766,-73.96537,40.68156,3
767,-73.95198,40.77368,62
768,-73.93701999999999,40.68631,6
769,-73.99042,40.65992,608
770,-73.97038,40.678470000000004,63
771,-73.95585,40.81371,2
772,-73.95835,40.72868,32
773,-73.98662,40.73168,29
774,-73.9533,40.656890000000004,45
775,-73.93966999999999,40.7928,4
776,-73.91905,40.77117,257
777,-74.00806999999999,40.73729,14
778,-73.95141,40.66984,18
779,-73.94071,40.82977,2
780,-73.95489,40.68492,6
781,-73.91957,40.68255,6
782,-73.94662,40.67392,18
783,-74.00425,40.73879,14
784,-73.95586999999999,40.73321,32
785,-73.95082,40.806709999999995,2
786,-73.97386,40.6433,0
787,-73.99123,40.71601,9
788,-73.9292,40.681059999999995,6
789,-73.98879000000001,40.681309999999996,109
790,-73.98136,40.67264,21
791,-73.86404,40.67889,694
792,-73.97899,40.7241,29
793,-73.95191,40.70766,15
794,-73.9484,40.714220000000005,15
795,-73.99133,40.76001,7
796,-73.97974,40.66441,12
797,-74.00923,40.73362,14
798,-73.98819,40.731190000000005,29
799,-73.9998,40.74494,17
800,-73.9129,40.69657,37
801,-73.95463000000001,40.67106,18
802,-73.95589,40.80748,2
803,-73.93179,40.68991,6
804,-73.99152,40.76147,7
805,-73.91920999999999,40.681740000000005,6
806,-74.00056,40.68538,142
807,-73.94289,40.70839,15
808,-73.98106999999999,40.69018,16
809,-73.99521999999999,40.68128,101
810,-73.98694,40.72948,29
811,-73.9914,40.68353,101
812,-73.98865,40.72506,29
813,-74.00293,40.72891,14
814,-73.99916,40.7253,59
815,-73.93228,40.75295,46
816,-73.95251999999999,40.71947,32
817,-73.99703000000001,40.71283,9
818,-73.98886999999999,40.773379999999996,8
819,-73.94405,40.67385,18
820,-73.91828000000001,40.76856,257
821,-74.00378,40.73908,14
822,-73.9869,40.7625,7
823,-73.91187,40.69755,37
824,-73.96,40.67335,18
825,-73.95146,40.804970000000004,2
826,-73.94331,40.707359999999994,15
827,-73.9543,40.73683,32
828,-73.92607,40.76444,257
829,-73.95395,40.7389,32
830,-73.97808,40.776109999999996,8
831,-73.95461999999999,40.73806,32
832,-73.95479,40.73661,32
833,-73.95435,40.73857,32
834,-73.96225,40.711,15
835,-73.95365,40.70686,15
836,-73.95299,40.73857,32
837,-73.95239000000001,40.71095,15
838,-73.94881,40.709179999999996,15
839,-73.96573000000001,40.71685,15
840,-73.96762,40.7909,8
841,-73.94159,40.71143,15
842,-73.87444,40.736999999999995,650
843,-73.96091,40.66469,18
844,-73.95405,40.68855,6
845,-73.95554,40.71653,15
846,-73.97074,40.693090000000005,16
847,-73.96627,40.706379999999996,15
848,-73.95786,40.71629,15
849,-73.94675,40.68622,6
850,-73.94609,40.71635,15
851,-73.95307,40.77272,62
852,-74.00304,40.72509,59
853,-73.89232,40.66795,521
854,-73.95843,40.72582,32
855,-73.95433,40.80637,2
856,-73.96855,40.64387,38
857,-73.93611,40.7968,4
858,-73.94463,40.79596,4
859,-73.98439,40.780120000000004,8
